pelicula,titulo_original,ano,director,generos,sinopsis,cartel,trailer,nota_filmaffinity_10,nota_imdb_10,tomatometer_100,popcornmeter_100,cine,fecha_hora,version,audio,subtitulos,formato,precio_eur,tipo_precio,tarifa_referencia,fuente,compra,consultado
Cronos,Cronos,2026,Fernando González Molina,"Drama, Suspense","La película sigue la operación Cronos, activada tras el atentado en Las Ramblas, durante cuatro días de tensión y confusión. La misión culmina con la captura del último terrorista, dejando heridas abiertas y un país marcado por el miedo y la frustración.",https://pics.filmaffinity.com/cronos-329312360-large.jpg,https://www.youtube.com/watch?v=XymFT_jUeXY,6.1,6.7,,,Mooby Gran Sarrià Club,2026-09-24T18:00:00+02:00,,,,,,unknown,L–J laborables 11€; vie./sáb./festivos 13€,https://www.filmaffinity.com/es/theater-showtimes.php?id=227,https://moobycinemas-sarria.admit-one.eu/?p=tickets&perfCode=117132&language=esp&theatre=26,2026-09-21T09:17:45.870590+02:00
Mis queridísimos padres,Chers parents,2026,Emmanuel Patron,Comedia,"Tres hermanos acuden alarmados a la llamada urgente de sus padres y descubren que han ganado el premio gordo. La alegría se convierte en conflicto cuando los padres deciden no compartir el dinero, desatando tensiones familiares.",https://pics.filmaffinity.com/chers_parents-427869248-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=959467,5.2,5.6,,,Mooby Gran Sarrià Club,2026-09-24T18:00:00+02:00,Doblada,es,,,,unknown,L–J laborables 11€; vie./sáb./festivos 13€,https://www.filmaffinity.com/es/theater-showtimes.php?id=227,https://moobycinemas-sarria.admit-one.eu/?p=tickets&perfCode=117118&language=esp&theatre=26,2026-09-21T09:17:45.870590+02:00
El ser querido,El ser querido,2026,Rodrigo Sorogoyen,Drama,"Després d'anys de distanciament, un aclamat i tòxic director li ofereix a la seva filla un paper en el seu nou rodatge.",https://pics.filmaffinity.com/el_ser_querido-751969963-large.jpg,https://www.youtube.com/watch?v=ApdPm1KWUcc,7.3,7.2,85.0,,Mooby Gran Sarrià Club,2026-09-24T18:00:00+02:00,,,,,,unknown,L–J laborables 11€; vie./sáb./festivos 13€,https://www.filmaffinity.com/es/theater-showtimes.php?id=227,https://moobycinemas-sarria.admit-one.eu/?p=tickets&perfCode=117115&language=esp&theatre=26,2026-09-21T09:17:45.870590+02:00
Palestina 36,Palestine 36,2025,Annemarie Jacir,Drama,"En 1936, Palestina vive una creciente tensión por la inmigración judía y el levantamiento contra el dominio británico, llevando a la región hacia un conflicto decisivo. En este contexto, varias personas luchan por encontrar su lugar mientras la agitación política transforma sus vidas y los empuja hacia decisiones cruciales.",https://pics.filmaffinity.com/palestine_36-304451041-large.jpg,https://www.youtube.com/watch?v=zj7LY1nVI0s,6.9,7.5,98.0,99.0,Renoir Floridablanca,2026-09-24T18:00:00+02:00,VO,,es,,,unknown,"Taquilla: lun./mié. 5,50€; mar./jue. 8,50€; vie./sáb./dom. 9,80€",https://www.filmaffinity.com/es/theater-showtimes.php?id=376,https://pillalas.com/pase/1087816/,2026-09-21T09:17:45.870590+02:00
Tadeo Jones y la lámpara maravillosa,Tadeo Jones y la lámpara maravillosa,2026,Enrique Gato,"Animación, Aventuras","Tadeo y Sara deben impedir que Momia, celoso de haber perdido protagonismo, altere la historia tras viajar al pasado. Su aventura los lleva desde Londres hasta Paititi, Grecia y la cueva de Alí Babá, para devolver al grupo a su época.",https://pics.filmaffinity.com/tadeo_jones_y_la_lampara_maravillosa-926350379-large.jpg,https://www.youtube.com/watch?v=a7IDTIIFNSo,6.1,6.5,,,Cinesa Diagonal,2026-09-24T18:05:00+02:00,,,,Digital,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=217,https://web.cinesa.es/compra/butacas/?showtimeId=012-54754,2026-09-21T09:17:45.870590+02:00
La odisea,The Odyssey,2026,Christopher Nolan,"Acción, Fantasía","Tras la guerra de Troya, Odiseo se enfrenta un peligroso viaje de 10 años para regresar a Ítaca, superando dioses, monstruos y desafíos épicos. Mientras tanto, su esposa Penélope resiste a los pretendientes que amenazan su reino.",https://pics.filmaffinity.com/the_odyssey-225588139-large.jpg,https://www.youtube.com/watch?v=NUIIc9gZOcQ,7.6,8.4,,,Cinesa Diagonal Mar,2026-09-24T18:05:00+02:00,VO,,es,,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=218,https://web.cinesa.es/compra/butacas/?showtimeId=032-58351,2026-09-21T09:17:45.870590+02:00
Tiempo de victoria,Pressure,2026,Anthony Maras,"Guerra, Histórico, Suspense","En las horas previas al Día D, el meteorólogo James Stagg debe emitir un pronóstico crucial en medio de tensiones con el alto mando aliado. La decisión final recae en Dwight D. Eisenhower, quien debe elegir entre arriesgar la operación o retrasarla, con el destino de millones en juego.",https://pics.filmaffinity.com/pressure-334524291-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=177067,6.7,7.3,,,Mooby Aribau / Aribau Cinema,2026-09-24T18:05:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=223,https://moobycinemas-aribau.admit-one.eu/?p=tickets&perfCode=69229&language=esp&theatre=28,2026-09-21T09:17:45.870590+02:00
Tadeo Jones y la lámpara maravillosa,Tadeo Jones y la lámpara maravillosa,2026,Enrique Gato,"Animación, Aventuras","Tadeo y Sara deben impedir que Momia, celoso de haber perdido protagonismo, altere la historia tras viajar al pasado. Su aventura los lleva desde Londres hasta Paititi, Grecia y la cueva de Alí Babá, para devolver al grupo a su época.",https://pics.filmaffinity.com/tadeo_jones_y_la_lampara_maravillosa-926350379-large.jpg,https://www.youtube.com/watch?v=a7IDTIIFNSo,6.1,6.5,,,Mooby Bosque,2026-09-24T18:05:00+02:00,,,,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€; VOSE 6,50€",https://www.filmaffinity.com/es/theater-showtimes.php?id=224,https://moobycinemas-bosque.admit-one.eu/?p=tickets&perfCode=140534&language=esp&theatre=27,2026-09-21T09:17:45.870590+02:00
El ser querido,El ser querido,2026,Rodrigo Sorogoyen,Drama,"Després d'anys de distanciament, un aclamat i tòxic director li ofereix a la seva filla un paper en el seu nou rodatge.",https://pics.filmaffinity.com/el_ser_querido-751969963-large.jpg,https://www.youtube.com/watch?v=ApdPm1KWUcc,7.3,7.2,85.0,,Renoir Floridablanca,2026-09-24T18:05:00+02:00,VO,es,,Digital,,unknown,"Taquilla: lun./mié. 5,50€; mar./jue. 8,50€; vie./sáb./dom. 9,80€",https://www.filmaffinity.com/es/theater-showtimes.php?id=376,https://pillalas.com/pase/1088778/,2026-09-21T09:17:45.870590+02:00
Coyote vs. Acme,Coyote vs. Acme,2026,Dave Green,"Animación, Aventura, Comedia","Cansado de que los productos defectuosos de Acme arruinen sus planes, el Coyote contrata a un abogado para demandar a la corporación, ahora dirigida por un despiadado exjefe de su defensor. Juntos forjarán una inesperada amistad mientras luchan en los tribunales.",https://pics.filmaffinity.com/coyote_vs_acme-111030623-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=523116,6.9,7.5,96.0,95.0,Cine Yelmo Westfield La Maquinista,2026-09-24T18:10:00+02:00,,,,Digital,,unknown,Tarifa variable; consultar el pase de La Maquinista,https://www.filmaffinity.com/es/theater-showtimes.php?id=220,https://www.awin1.com/cread.php?awinmid=24761&awinaffid=1474736&ued=https%3A%2F%2Fcine.entradas.com%2Fcine%2Fbarcelona%2Fcine-yelmo-westfield-la-maquinista%2Fevento%2F45715%2Fcoyote-vs-acme%3Fmode%3Dwidget%26change%3D0,2026-09-21T09:17:45.870590+02:00
Tadeo Jones y la lámpara maravillosa,Tadeo Jones y la lámpara maravillosa,2026,Enrique Gato,"Animación, Aventuras","Tadeo y Sara deben impedir que Momia, celoso de haber perdido protagonismo, altere la historia tras viajar al pasado. Su aventura los lleva desde Londres hasta Paititi, Grecia y la cueva de Alí Babá, para devolver al grupo a su época.",https://pics.filmaffinity.com/tadeo_jones_y_la_lampara_maravillosa-926350379-large.jpg,https://www.youtube.com/watch?v=a7IDTIIFNSo,6.1,6.5,,,Cinesa Diagonal Mar,2026-09-24T18:15:00+02:00,,,,Digital,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=218,https://web.cinesa.es/compra/butacas/?showtimeId=032-58352,2026-09-21T09:17:45.870590+02:00
Coyote vs. Acme,Coyote vs. Acme,2026,Dave Green,"Animación, Aventura, Comedia","Cansado de que los productos defectuosos de Acme arruinen sus planes, el Coyote contrata a un abogado para demandar a la corporación, ahora dirigida por un despiadado exjefe de su defensor. Juntos forjarán una inesperada amistad mientras luchan en los tribunales.",https://pics.filmaffinity.com/coyote_vs_acme-111030623-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=523116,6.9,7.5,96.0,95.0,Mooby Balmes,2026-09-24T18:15:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187487&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
Spider-Man: Brand New Day,Spider-Man: Brand New Day,2026,Destin Daniel Cretton,"Acción, Aventuras, Fantástico","Tras cuatro años en el anonimato, Peter Parker vive aislado y dedicado por completo a proteger una Nueva York que ya no recuerda quién es Spider-Man. La creciente presión desata una peligrosa transformación en él mientras surge una nueva y poderosa amenaza criminal.",https://pics.filmaffinity.com/spider_man_brand_new_day-237020817-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=437038,7.1,8.0,90.0,97.0,Mooby Bosque,2026-09-24T18:15:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€; VOSE 6,50€",https://www.filmaffinity.com/es/theater-showtimes.php?id=224,https://moobycinemas-bosque.admit-one.eu/?p=tickets&perfCode=140528&language=esp&theatre=27,2026-09-21T09:17:45.870590+02:00
Spider-Man: Brand New Day,Spider-Man: Brand New Day,2026,Destin Daniel Cretton,"Acción, Aventuras, Fantástico","Tras cuatro años en el anonimato, Peter Parker vive aislado y dedicado por completo a proteger una Nueva York que ya no recuerda quién es Spider-Man. La creciente presión desata una peligrosa transformación en él mientras surge una nueva y poderosa amenaza criminal.",https://pics.filmaffinity.com/spider_man_brand_new_day-237020817-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=437038,7.1,8.0,90.0,97.0,Mooby Glòries,2026-09-24T18:15:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120689&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
AMAZOMANIA,Amazomania,2026,Nathan Grossman,"Documental, Aventuras","El 1996, un oficial brasiler i un periodista suec es van endinsar a l’Amazones per documentar la tribu aïllada dels Korubo, atrapada en conflictes territorials. Inicialment aclamat com un avanç heroic, el material ara exigeix ser reexaminat. El film revela els costos ocults de la “descoberta”, confronta el llegat colonial i exposa les repercussions a llarg termini per als Korubo.",https://espaitexas.cat/wp-content/uploads/2026/09/c800f007-494a-47b2-aeb1-c4e3e8f02410-1-scaled-1-768x1075.webp,https://www.filmaffinity.com/es/evideos.php?movie_id=324890,,7.7,,,Espai Texas — Cinemes Texas,2026-09-24T18:15:00+02:00,VO,VARIS IDIOMES,ca,,5.0,published,Lunes–viernes 6€; jueves del espectador 4€; fin de semana 8€,https://espaitexas.cat/pelicula/amazomania/,https://espaitexas.koobin.cat/ca/amazomania-vosc-20260924-0000,2026-09-21T09:17:45.870590+02:00
Coyote vs. Acme,Coyote vs. Acme,2026,Dave Green,"Animación, Aventura, Comedia","Cansado de que los productos defectuosos de Acme arruinen sus planes, el Coyote contrata a un abogado para demandar a la corporación, ahora dirigida por un despiadado exjefe de su defensor. Juntos forjarán una inesperada amistad mientras luchan en los tribunales.",https://pics.filmaffinity.com/coyote_vs_acme-111030623-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=523116,6.9,7.5,96.0,95.0,Mooby Bosque,2026-09-24T18:20:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€; VOSE 6,50€",https://www.filmaffinity.com/es/theater-showtimes.php?id=224,https://moobycinemas-bosque.admit-one.eu/?p=tickets&perfCode=140526&language=esp&theatre=27,2026-09-21T09:17:45.870590+02:00
La odisea,The Odyssey,2026,Christopher Nolan,"Acción, Fantasía","Tras la guerra de Troya, Odiseo se enfrenta un peligroso viaje de 10 años para regresar a Ítaca, superando dioses, monstruos y desafíos épicos. Mientras tanto, su esposa Penélope resiste a los pretendientes que amenazan su reino.",https://pics.filmaffinity.com/the_odyssey-225588139-large.jpg,https://www.youtube.com/watch?v=NUIIc9gZOcQ,7.6,8.4,,,Phenomena Experience,2026-09-24T18:20:00+02:00,VO,,es,70 mm,18.0,published,Precio según pase; consultar la ficha de la película,https://phenomena-experience.com/index?pag=cartelera,https://www.reservaentradas.com/entrada/barcelona/phenomenaexperience/la-odisea-proyeccion-en-70-mm-dts-y-vose/13536/,2026-09-21T09:17:45.870590+02:00
La odisea,The Odyssey,2026,Christopher Nolan,"Acción, Fantasía","Tras la guerra de Troya, Odiseo se enfrenta un peligroso viaje de 10 años para regresar a Ítaca, superando dioses, monstruos y desafíos épicos. Mientras tanto, su esposa Penélope resiste a los pretendientes que amenazan su reino.",https://pics.filmaffinity.com/the_odyssey-225588139-large.jpg,https://www.youtube.com/watch?v=NUIIc9gZOcQ,7.6,8.4,,,Cine Yelmo Westfield La Maquinista,2026-09-24T18:20:00+02:00,,,,Digital,,unknown,Tarifa variable; consultar el pase de La Maquinista,https://www.filmaffinity.com/es/theater-showtimes.php?id=220,https://www.awin1.com/cread.php?awinmid=24761&awinaffid=1474736&ued=https%3A%2F%2Fcine.entradas.com%2Fcine%2Fbarcelona%2Fcine-yelmo-westfield-la-maquinista%2Fevento%2F45716%2Fla-odisea%3Fmode%3Dwidget%26change%3D0,2026-09-21T09:17:45.870590+02:00
En la zona gris,In the Grey,2026,Guy Ritchie,"Acción, Suspense","Un equipo encubierto de agentes de élite viven en la sombra, tan cómodos manejando el poder y la influencia como armas automáticas y explosivos de gran potencia. Cuando un déspota roba una fortuna de mil millones de dólares, son enviados a recuperarla en lo que para cualquier otro sería una misión suicida. Lo que comienza como un atraco imposible empeora aún más y se convierte en una guerra total de estrategia, engaño y supervivencia.",https://pics.filmaffinity.com/in_the_grey-165473531-large.jpg,https://www.youtube.com/embed/EJPfZFWNDfs?feature=oembed,5.3,6.3,53.0,82.0,Cinesa SOM Multiespai,2026-09-24T18:25:00+02:00,,,,Digital,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=219,https://web.cinesa.es/compra/butacas/?showtimeId=017-60149,2026-09-21T09:17:45.870590+02:00
Bad Apples,Bad Apples,2025,Jonatan Etzler,"Comedia, Suspense","Bad Apples es una sátira de suspense protagonizada por Saoirse Ronan. María, una maestra de primaria, lucha por controlar a una clase desbordada por un estudiante problemático. Cuando su carrera empieza a peligrar, toma decisiones equivocadas que la llevan a encerrar al niño en su casa.",https://pics.filmaffinity.com/bad_apples-396307235-large.jpg,https://www.youtube.com/watch?v=J6Y075CoJbE,7.0,7.2,,,Mooby Balmes,2026-09-24T18:25:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187502&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
Tiempo de victoria,Pressure,2026,Anthony Maras,"Guerra, Histórico, Suspense","En las horas previas al Día D, el meteorólogo James Stagg debe emitir un pronóstico crucial en medio de tensiones con el alto mando aliado. La decisión final recae en Dwight D. Eisenhower, quien debe elegir entre arriesgar la operación o retrasarla, con el destino de millones en juego.",https://pics.filmaffinity.com/pressure-334524291-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=177067,6.7,7.3,,,Mooby Bosque,2026-09-24T18:25:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€; VOSE 6,50€",https://www.filmaffinity.com/es/theater-showtimes.php?id=224,https://moobycinemas-bosque.admit-one.eu/?p=tickets&perfCode=140531&language=esp&theatre=27,2026-09-21T09:17:45.870590+02:00
Coyote vs. Acme,Coyote vs. Acme,2026,Dave Green,"Animación, Aventura, Comedia","Cansado de que los productos defectuosos de Acme arruinen sus planes, el Coyote contrata a un abogado para demandar a la corporación, ahora dirigida por un despiadado exjefe de su defensor. Juntos forjarán una inesperada amistad mientras luchan en los tribunales.",https://pics.filmaffinity.com/coyote_vs_acme-111030623-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=523116,6.9,7.5,96.0,95.0,Cinesa Diagonal,2026-09-24T18:30:00+02:00,,,,Digital,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=217,https://web.cinesa.es/compra/butacas/?showtimeId=012-54755,2026-09-21T09:17:45.870590+02:00
Coyote vs. Acme,Coyote vs. Acme,2026,Dave Green,"Animación, Aventura, Comedia","Cansado de que los productos defectuosos de Acme arruinen sus planes, el Coyote contrata a un abogado para demandar a la corporación, ahora dirigida por un despiadado exjefe de su defensor. Juntos forjarán una inesperada amistad mientras luchan en los tribunales.",https://pics.filmaffinity.com/coyote_vs_acme-111030623-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=523116,6.9,7.5,96.0,95.0,Cinesa Diagonal Mar,2026-09-24T18:30:00+02:00,,,,Digital,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=218,https://web.cinesa.es/compra/butacas/?showtimeId=032-58354,2026-09-21T09:17:45.870590+02:00
